date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:28:46	436174/436174	---MCZ	200	added ('OK')	text/css	etag:W/%22678e7909-6a7ce%22	https://rosengroup.ca/wp-content/plugins/wpforms/assets/pro/css/integrations/divi/wpforms-modern-full.min.css?ver=1.9.3.1	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/wpforms/assets/pro/css/integrations/divi/wpforms-modern-full.min5d24.css	(from https://rosengroup.ca/)
11:28:46	6470/6470	---MCZ	200	added ('OK')	text/css	etag:W/%22674f68ca-1946%22	https://rosengroup.ca/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/css/magnific_popup.css?ver=4.9.97.26	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/css/magnific_popupc8a8.css	(from https://rosengroup.ca/)
11:28:47	22629/22629	---MCZ	200	added ('OK')	text/css	etag:W/%2267856aa6-5865%22	https://rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/swiper.css?ver=4.9.97.26	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/swiperc8a8.css	(from https://rosengroup.ca/)
11:28:47	5001/5001	---MCZ	200	added ('OK')	text/css	etag:W/%2267856aa6-1389%22	https://rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/popup.css?ver=4.9.97.26	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/popupc8a8.css	(from https://rosengroup.ca/)
11:28:47	85371/85371	---MCZ	200	added ('OK')	text/css	etag:W/%2267856aa6-14d7b%22	https://rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/animate.css?ver=4.9.97.26	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/animatec8a8.css	(from https://rosengroup.ca/)
11:28:47	1725/1725	---MCZ	200	added ('OK')	text/css	etag:W/%2267856aa6-6bd%22	https://rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/readmore.css?ver=4.9.97.26	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/supreme-modules-pro-for-divi/public/css/readmorec8a8.css	(from https://rosengroup.ca/)
11:28:47	296/296	---MCZ	200	added ('OK')	text/css	etag:W/%2261295377-128%22	https://rosengroup.ca/wp-content/themes/Divi-Child/style.css?ver=4.27.4	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/themes/Divi-Child/style41c1.css	(from https://rosengroup.ca/)
11:28:48	3860/3860	---MCZ	200	added ('OK')	text/css	etag:W/%22618028c2-f14%22	https://rosengroup.ca/wp-content/plugins/gravityforms/css/formreset.min.css?ver=2.4.18.7	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/gravityforms/css/formreset.min7973.css	(from https://rosengroup.ca/)
11:28:48	74501/74501	---MCZ	200	added ('OK')	text/css	etag:W/%22618028c2-12305%22	https://rosengroup.ca/wp-content/plugins/gravityforms/css/formsmain.min.css?ver=2.4.18.7	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/gravityforms/css/formsmain.min7973.css	(from https://rosengroup.ca/)
11:28:48	30439/30439	---MCZ	200	added ('OK')	text/css	etag:W/%22618028c2-76e7%22	https://rosengroup.ca/wp-content/plugins/gravityforms/css/readyclass.min.css?ver=2.4.18.7	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/gravityforms/css/readyclass.min7973.css	(from https://rosengroup.ca/)
11:28:48	7545/7545	---MCZ	200	added ('OK')	text/css	etag:W/%22618028c2-1d79%22	https://rosengroup.ca/wp-content/plugins/gravityforms/css/browsers.min.css?ver=2.4.18.7	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/gravityforms/css/browsers.min7973.css	(from https://rosengroup.ca/)
11:28:51	55793/55793	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Jan%202025%2016:28:51%20GMT	https://rosengroup.ca/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-json/wp/v2/pages/2.json	(from https://rosengroup.ca/)
11:28:51	297380/297380	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Jan%202025%2016:28:51%20GMT	https://rosengroup.ca/wp-json/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-json/index.html	(from https://rosengroup.ca/)
11:28:51	793/793	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Jan%202025%2016:28:51%20GMT	https://rosengroup.ca/xmlrpc.php?rsd	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/xmlrpc0db0.php	(from https://rosengroup.ca/)
11:28:52	2275/2275	---MCZ	200	added ('OK')	application/json	date:Wed,%2022%20Jan%202025%2016:28:52%20GMT	https://rosengroup.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frosengroup.ca%2F	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-json/oembed/1.0/embed3e97.json	(from https://rosengroup.ca/)
11:28:55	2448/2448	---MCZ	200	added ('OK')	text/xml	date:Wed,%2022%20Jan%202025%2016:28:55%20GMT	https://rosengroup.ca/wp-json/oembed/1.0/embed?url=https%3A%2F%2Frosengroup.ca%2F&format=xml	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-json/oembed/1.0/embed1ec5	(from https://rosengroup.ca/)
11:28:55	21176/21176	---MCZ	200	added ('OK')	text/css	etag:W/%22678fcaa1-52b8%22	http://rosengroup.ca/wp-content/uploads/custom-css-js/30.css?v=5583	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/custom-css-js/30c47e.css	(from https://rosengroup.ca/)
11:28:55	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2022%20Jan%202025%2016:28:55%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/Rosen%20Group/www.googletagmanager.com/gtm.205445.delayed	(from https://rosengroup.ca/)
11:28:56	38998/38998	---MCZ	200	added ('OK')	text/css	etag:W/%226791187b-9856%22	https://rosengroup.ca/wp-content/et-cache/2/et-core-unified-tb-20-tb-46-deferred-2.min.css?ver=1737562235	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/et-cache/2/et-core-unified-tb-20-tb-46-deferred-2.mina5e0.css	(from https://rosengroup.ca/)
11:28:56	1236/1236	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22678e7907-4d4%22	https://rosengroup.ca/wp-content/plugins/divi-overlays/assets/img/divilife-loader.svg	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/divi-overlays/assets/img/divilife-loader.svg	(from https://rosengroup.ca/)
11:28:56	42894/42894	---M--	200	added ('OK')	image/png	etag:%22620c02e6-a78e%22	https://rosengroup.ca/wp-content/uploads/2022/02/Rosen-Group-logo-gold.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/Rosen-Group-logo-gold.png	(from https://rosengroup.ca/)
11:28:56	3756621/3756621	---M--	200	added ('OK')	video/mp4	etag:%22614e2d9f-39524d%22	https://rosengroup.ca/wp-content/uploads/2021/09/header-video_3.mp4	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2021/09/header-video_3.mp4	(from https://rosengroup.ca/)
11:28:57	6797/6797	---M--	200	added ('OK')	image/png	etag:%2261f80d3f-2c0a%22	https://rosengroup.ca/wp-content/uploads/2021/08/icons_doctors.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2021/08/icons_doctors.png	(from https://rosengroup.ca/)
11:28:59	211953/211953	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:28:59%20GMT	https://rosengroup.ca/fr/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/fr/index.html	(from https://rosengroup.ca/)
11:28:59	4643/4643	---M--	200	added ('OK')	image/png	etag:%22612d05bb-2069%22	https://rosengroup.ca/wp-content/uploads/2021/08/dentists.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2021/08/dentists.png	(from https://rosengroup.ca/)
11:29:00	181203/181203	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:28:59%20GMT	https://rosengroup.ca/contact-us/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/contact-us/index.html	(from https://rosengroup.ca/)
11:29:00	8324/8324	---M--	200	added ('OK')	image/png	etag:%22612d05ba-36dd%22	https://rosengroup.ca/wp-content/uploads/2021/08/business-owners.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2021/08/business-owners.png	(from https://rosengroup.ca/)
11:29:00	199447/199447	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:00%20GMT	https://rosengroup.ca/our-clients/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/our-clients/index.html	(from https://rosengroup.ca/)
11:29:00	184575/184575	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:00%20GMT	https://rosengroup.ca/about-us/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/about-us/index.html	(from https://rosengroup.ca/)
11:29:00	311915/311915	---M--	200	added ('OK')	image/png	etag:%22620c1404-4c26b%22	https://rosengroup.ca/wp-content/uploads/2022/02/lewis-rosen_new.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/lewis-rosen_new.png	(from https://rosengroup.ca/)
11:29:01	185615/185615	---M--	200	added ('OK')	image/png	etag:%22620c13f7-2d50f%22	https://rosengroup.ca/wp-content/uploads/2022/02/christine-cao_new.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/christine-cao_new.png	(from https://rosengroup.ca/)
11:29:01	238778/238778	---M--	200	added ('OK')	image/png	etag:%22620c13f3-3a4ba%22	https://rosengroup.ca/wp-content/uploads/2022/02/andrew-stulberg_new.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/andrew-stulberg_new.png	(from https://rosengroup.ca/)
11:29:01	21537/21537	---M--	200	added ('OK')	image/png	etag:%226748dfdd-5421%22	https://rosengroup.ca/wp-content/uploads/2024/11/Philippe-Capelle_headshot-1.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2024/11/Philippe-Capelle_headshot-1.png	(from https://rosengroup.ca/)
11:29:01	230378/230378	---M--	200	added ('OK')	image/png	etag:%22620c140f-383ea%22	https://rosengroup.ca/wp-content/uploads/2022/02/trevor-parry_new.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/trevor-parry_new.png	(from https://rosengroup.ca/)
11:29:03	207148/207148	---M--	200	added ('OK')	image/png	etag:%22665dfb08-3292c%22	https://rosengroup.ca/wp-content/uploads/2024/06/rosie-leblanc_headshot_2.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2024/06/rosie-leblanc_headshot_2.png	(from https://rosengroup.ca/)
11:29:03	227274/227274	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:02%20GMT	https://rosengroup.ca/dental-professionals/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/dental-professionals/index.html	(from https://rosengroup.ca/)
11:29:03	243553/243553	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:02%20GMT	https://rosengroup.ca/doctors/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/doctors/index.html	(from https://rosengroup.ca/)
11:29:03	253669/253669	---M--	200	added ('OK')	image/png	etag:%22620c1535-3dee5%22	https://rosengroup.ca/wp-content/uploads/2022/02/thanh-truong_new-2.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/thanh-truong_new-2.png	(from https://rosengroup.ca/)
11:29:06	261223/261223	---M--	200	added ('OK')	image/png	etag:%2266a3f2cb-3fc67%22	https://rosengroup.ca/wp-content/uploads/2024/07/Tone_Deborah_2720_5x5_4.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2024/07/Tone_Deborah_2720_5x5_4.png	(from https://rosengroup.ca/)
11:29:06	191648/191648	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:04%20GMT	https://rosengroup.ca/wealthy-families/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wealthy-families/index.html	(from https://rosengroup.ca/)
11:29:06	173100/173100	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:06%20GMT	https://rosengroup.ca/our-custodian/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/our-custodian/index.html	(from https://rosengroup.ca/)
11:29:06	182259/182259	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:06%20GMT	https://rosengroup.ca/client-contact-us/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/client-contact-us/index.html	(from https://rosengroup.ca/)
11:29:06	194027/194027	---M--	200	added ('OK')	image/png	etag:%22620c13fd-2f5eb%22	https://rosengroup.ca/wp-content/uploads/2022/02/frank-rosen_new.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/frank-rosen_new.png	(from https://rosengroup.ca/)
11:29:06	223843/223843	---M--	200	added ('OK')	image/png	etag:%226670511e-36a63%22	https://rosengroup.ca/wp-content/uploads/2024/06/Sarah-Rosenberg_headshot_sm.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2024/06/Sarah-Rosenberg_headshot_sm.png	(from https://rosengroup.ca/)
11:29:06	164365/164365	---M--	200	added ('OK')	image/jpeg	etag:%22614e1dea-319e1%22	https://rosengroup.ca/wp-content/uploads/2021/09/remembering-jim.jpg	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2021/09/remembering-jim.jpg	(from https://rosengroup.ca/)
11:29:07	490376/490376	---M--	200	added ('OK')	image/jpeg	etag:%2262278c94-77b88%22	https://rosengroup.ca/wp-content/uploads/2022/03/cta-footer-background-paralax_2.jpg	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/03/cta-footer-background-paralax_2.jpg	(from https://rosengroup.ca/)
11:29:07	29039/29039	---M--	200	added ('OK')	image/png	etag:%22620c22e9-b636%22	https://rosengroup.ca/wp-content/uploads/2022/02/RJ_Correspondent-Services-Black.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/RJ_Correspondent-Services-Black.png	(from https://rosengroup.ca/)
11:29:07	28411/28411	---M--	200	added ('OK')	image/png	etag:%22620c0f21-c105%22	https://rosengroup.ca/wp-content/uploads/2022/02/Rosen-Group-logo-white.png	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/uploads/2022/02/Rosen-Group-logo-white.png	(from https://rosengroup.ca/)
11:29:08	216429/216429	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:08%20GMT	https://rosengroup.ca/team/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/team/index.html	(from https://rosengroup.ca/)
11:29:08	185080/185080	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:08%20GMT	https://rosengroup.ca/client-advisory-board/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/client-advisory-board/index.html	(from https://rosengroup.ca/)
11:29:09	112047/112047	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Jan%202025%2016:29:09%20GMT	https://rosengroup.ca/Lorem%20ipsum%20dolor%20sit%20amet,%20consectetur%20adipiscing%20elit.%20Praesent%20ornare,%20orci%20sit%20amet%20accumsan%20ornare,%20metus%20diam%20varius%20sem	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/Lorem%20ipsum%20dolor%20sit%20amet,%20consectetur%20adipiscing%20elit.%20Praesent%20ornare,%20orci%20sit%20amet%20accumsan%20ornare,%20metus%20diam%20varius%20sem	(from https://rosengroup.ca/)
11:29:12	197973/197973	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:10%20GMT	https://rosengroup.ca/our-process/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/our-process/index.html	(from https://rosengroup.ca/)
11:29:12	209432/209432	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:10%20GMT	https://rosengroup.ca/services/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/services/index.html	(from https://rosengroup.ca/)
11:29:12	184647/184647	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:11%20GMT	https://rosengroup.ca/strength-and-security/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/strength-and-security/index.html	(from https://rosengroup.ca/)
11:29:12	200484/200484	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:12%20GMT	https://rosengroup.ca/bill-of-rights/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/bill-of-rights/index.html	(from https://rosengroup.ca/)
11:29:12	71760/71760	---MCZ	200	added ('OK')	text/css	etag:W/%22678e7907-11850%22	https://rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/animate.min.css?ver=4.1.1	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/animate.min0235.css	(from https://rosengroup.ca/)
11:29:13	8371/8371	---MCZ	200	added ('OK')	text/css	etag:W/%22678e7907-20b3%22	https://rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/custom_animations.css?ver=2.9.7.9	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/custom_animationsc8b1.css	(from https://rosengroup.ca/)
11:29:13	10822/10822	---MCZ	200	added ('OK')	text/css	etag:W/%22678e7907-2a46%22	https://rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/style.css?ver=2.9.7.9	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-content/plugins/divi-overlays/assets/css/stylec8b1.css	(from https://rosengroup.ca/)
11:29:13	11256/11256	---MCZ	200	added ('OK')	text/css	etag:W/%225f735862-2bf8%22	https://rosengroup.ca/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://rosengroup.ca/)
11:29:13	4186/4186	---MCZ	200	added ('OK')	text/css	etag:W/%225cfaccce-105a%22	https://rosengroup.ca/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.7.1	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-includes/js/mediaelement/wp-mediaelement.min9704.css	(from https://rosengroup.ca/)
11:29:14	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%22673ce78b-12a8%22	https://rosengroup.ca/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-includes/js/dist/hooks.min4fdd.js	(from https://rosengroup.ca/)
11:29:17	232948/232948	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:17%20GMT	https://rosengroup.ca/events/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/events/index.html	(from https://rosengroup.ca/)
11:29:18	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ce417b-23b5%22	https://rosengroup.ca/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/wp-includes/js/dist/i18n.minc33c.js	(from https://rosengroup.ca/)
11:29:19	194488/194488	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202025%2016:29:19%20GMT	https://rosengroup.ca/client-referrals/	C:/My%20Web%20Sites/Rosen%20Group/rosengroup.ca/client-referrals/index.html	(from https://rosengroup.ca/)
